634484413091319808	mariah carey	0	Full Mariah Carey walked somewhere &amp; then sat down for a bit coverage - day 12 #buythePaper
634773010847825921	mariah carey	2	Mariah Carey discography is untouchable. No one is closer. Y'all know it but try to defend their faves.  Janet is the 2nd
634865213741920256	mariah carey	1	Listening to this Weeknd album. This guy has the 2nd best voice in the industry (after Mariah Carey)
635420954647232512	mariah carey	1	Not Available
635483992528175104	mariah carey	1	Just listening to whitney houston, celin dione and mariah carey.... just a perfect sunday,, true talent there ladies and gents
635724781216624640	mariah carey	0	Welcome to Kevin Oduah's Blog : Is Mariah Carey pregnant with James Packer's child... http://t.co/9K4zVdHTEr
635885736412246016	mariah carey	1	In the crib singing Mariah Carey as usual and everyone's tight and idc, I got the Monday blues
636285195885252608	mariah carey	1	Literally all the best Mariah Carey songs. All of them. http://t.co/Z90nmghTJk http://t.co/l5ZThVr6sy
636315368592510976	mariah carey	1	Warm up those vocals, Castro! @KAMELLE is leading the pack in a MARIAH CAREY ride tomorrow at 430pm! Snag a bike!
636356188666368001	mariah carey	1	If you don't take the risk, you may not experience the adventure ---Mariah Carey
636389851613433856	mariah carey	0	Misinterpreting Mariah Carey lyrics. Apparently she wants to fly a family into the sun and something about tachyon beams. Star Trek fan ?
636483025656782849	mariah carey	1	@theguyliner Mariah Carey - Fantasy The distance between it and the 2nd most played is pretty vast.
636603148111609857	mariah carey	0	Not Available
636624281494024192	mariah carey	1	Not Available
636935330084614145	mariah carey	1	Pictures: Mariah Carey out and about in Porto Cervo, Sardinia, Italy - 26 Aug 2015 http://t.co/r6UPP9ql1p #beautiful #Italy #MC25 #lambily
637222599555162112	mariah carey	1	In June she holidayed in Europe, meeting up with ex husband James Packer and his new partner Mariah Carey - and now Jodhi Meares is
637606977812598784	mariah carey	1	I'm a Mariah Carey fan kaya may high standards ako. Elha's quite good altho it's not a whistle tone. DARREN Wows TVKFinals
637639346171047936	mariah carey	1	Mariah Carey cut a voluptuous figure when she stepped out in Sardinia on Thursday morning.
637657236278394880	mariah carey	1	Groggy Saturday morning thought... Jason Durillo is the boy Mariah Carey of today. #wanttowantme #falsetto #killinit
637756111857315840	mariah carey	0	I'm not sure which is funnier - the coloured-vinyl reissue of Mariah Carey's Christmas album or the fact that it's coming out in October.
637813739547426816	mariah carey	1	@AfroUnique and I once sat in a Walgreens parking lot attempting to sing Mariah Carey's "My All" and probably scared the neighbors
637900302323187712	mariah carey	-1	I really haven't paid attention to Mariah Carey since I was like in 5th grade when she used to be popular
637976099490656256	mariah carey	1	i can't wait to buy Elha's album &amp;see her shows May you continue giving justice to Mariah Carey songs. deserved to win! #TVK2Finale #lambily
638000120898850819	mariah carey	1	gonna make a mariah carey cover tomorrow
638209563674591232	mariah carey	1	Not Available
638231134187294720	mariah carey	0	Not Available
638568109708697600	mariah carey	1	Nah. I'm not arguing about it. Listen to "Mariah Carey" right now, bruh.  https://t.co/6KqSVYcMDI
638991537490235392	mariah carey	1	Today In History: Mariah Carey is the 5th act ever to hold the top 2 spots on US chart with 'WBT' &amp; 'SIO'! #Fact http://t.co/1PEB9OIFZg
639249890632159232	mariah carey	1	Not Available
639322722326155264	mariah carey	1	Not Available
639499085351886848	mariah carey	1	@EllenTheMermaid @VegfestScotland My favourite thing about Christmas is Slade and Mariah Carey; at least on 5+6 Dec the buses are running!
639523691789811712	mariah carey	1	Mariah Carey may have 18 #1's but Bang Bang outsold every single Mariah's ever put out in the United States. http://t.co/OTWLRXYkFD
639571474932699136	mariah carey	1	Can't believe Mariah Carey's "All I want for Christmas is you" is playing right now.  It's September 3rd.
639737653081063424	mariah carey	1	@SquirrelEvictor CMAT, Mariah Carey is the godmother of the cruise ship I'm going on in November.
639902397335236609	mariah carey	1	Mariah Carey enjoys pizza italy http://t.co/21AL9og1g5 via @DailyMailCeleb I am not fat shaming u if marie lost 50lbs u may 2 with her diet
639967291388526593	mariah carey	1	Lol!! I forgot all about that Mariah Carey concert! And ps: he was waving at me!!!  https://t.co/iNhaMdZFS6
639969142083194880	mariah carey	2	"Fourth of July" by Mariah Carey is just ... *melts*
640003259583885313	mariah carey	1	Because she's Mariah Carey lol they're used to her Selling millions... I don't think they expect the same from bey  https://t.co/PQ5oLj2A4r
640024856436719616	mariah carey	1	Not Available
640111600314224640	mariah carey	1	Your #Saturday #Satisfaction with Mariah Carey - Thank God I Found You (album version) http://t.co/CvHFOMO1tN #zaterdag #samedi
640168030320885760	mariah carey	1	If Airbnb is good enough for Mariah Carey, It may be good enough for you.  $25 Travel Coupon http://t.co/f3B3bdlvCm http://t.co/AydJRfN1ys
640234198985412608	mariah carey	1	I may have a slight man crush on Mariah Carey like I'm not straight, I wouldnt kiss her but if she asked to slow dance I wouldn't say no
640573855870910465	mariah carey	1	Demi Lovato is the 3rd most important voice by billboard just behind Mariah Carey &amp; Christina Aguilera.
640662972298346496	mariah carey	-1	Please stop acting how if you were a Mariah Carey update account. https://t.co/lPdfLTUnsT
640673734957907968	mariah carey	-1	Not Available
